LEAVING COND WATER TEMP.suministro condensador ch3 (deg F);CONDENSER PRESSURE.presion de Condensador (psi);EVAPORATOR PRESSURE.Presion Evaporador (psi);ENTERING COND WATER TEMP.retorno condensador ch3 (deg F);ENTERING CHW TEMP.retorno ch3 (deg F);LEAVING CHW TEMP.suministro ch3 (deg F);DISCHARGE TEMP.Temperatura Descarga (deg F);OIL SUMP TEMPERATURE.temperatura deposito aceite (deg F);EVAP SATURATION TEMP.Temperatura Saturacion Evaporador (deg F);COND SATURATION TEMP.Temperatura Saturacion Condensacion (deg F);OIL SUMP PRESSURE.Presion deposito aceite (psi);MOTOR CURRENT PCT FLA.% FLA CHILLER (%)
85.7;109.9;37.5;80.1;51.7;44.0;104.7;122.8;42.5;92.6;36.3;64.0
85.7;109.1;37.3;80.1;51.6;43.9;104.3;123.1;42.3;92.5;36.3;68.0
85.7;109.6;37.3;80.1;51.7;43.9;104.6;123.4;42.4;92.9;36.3;64.0
85.7;109.1;37.5;80.1;52.4;44.1;104.5;123.4;42.5;93.0;36.3;67.0
85.7;110.5;37.6;80.6;52.2;44.3;105.7;122.9;42.5;93.1;36.1;68.0
85.7;111.4;37.6;80.6;52.1;44.2;106.0;122.8;42.6;93.0;35.8;72.0
85.7;109.7;37.5;80.6;52.5;44.1;105.1;123.2;42.5;92.9;36.5;70.0
85.7;112.4;37.4;80.6;52.5;44.0;106.2;123.1;42.5;94.5;36.0;70.0
85.7;112.1;37.4;80.6;52.4;43.9;106.1;123.1;42.3;94.0;35.9;72.0
85.8;111.1;37.3;80.5;51.8;44.1;105.7;123.3;42.2;93.3;36.0;79.0
85.8;109.4;37.5;80.5;52.4;44.2;104.8;123.6;42.6;93.1;36.3;80.0
85.8;112.1;37.5;80.5;52.8;44.1;106.5;123.2;42.6;94.2;35.8;78.0
85.8;113.4;37.5;80.5;52.6;44.0;107.0;123.2;42.5;94.8;35.8;77.0
85.8;112.3;37.3;80.5;52.1;44.0;106.5;123.5;42.3;93.9;36.2;74.0
86.9;110.4;37.6;80.7;52.6;44.2;105.5;123.6;42.6;93.4;36.4;72.0
86.9;113.3;37.1;80.7;52.6;44.1;107.1;123.4;42.1;94.5;35.6;71.0
86.9;112.8;37.1;80.7;52.3;43.8;106.7;123.2;42.2;93.4;35.8;72.0
86.9;111.1;37.4;80.7;51.9;44.1;105.7;123.3;42.2;92.9;35.9;74.0
86.9;110.5;37.1;80.7;51.9;44.1;105.4;123.3;42.1;93.2;36.0;74.0
87.6;109.6;37.5;81.2;52.6;44.2;105.2;123.3;42.5;92.9;36.6;76.0
87.6;109.8;37.2;81.2;52.2;44.1;105.5;123.0;42.6;92.8;36.1;77.0
87.6;108.8;37.3;81.2;51.8;44.1;104.7;123.3;42.4;92.4;36.3;76.0
87.6;108.0;37.4;81.2;51.9;44.1;104.2;123.5;42.7;91.8;36.5;76.0
88.7;109.9;37.8;81.2;52.1;44.0;104.8;123.5;42.3;93.6;36.4;76.0
88.5;111.6;37.3;81.7;52.4;44.0;105.8;123.2;42.2;93.8;35.8;76.0
88.5;112.8;37.2;81.7;52.6;44.2;106.7;123.1;42.4;94.0;35.6;78.0
88.5;111.3;37.2;81.7;52.4;44.2;106.0;123.1;42.5;92.9;35.8;79.0
88.5;110.1;37.1;81.7;52.6;44.1;105.3;123.1;42.3;93.2;35.8;80.0
88.5;111.1;37.2;81.7;52.3;44.2;105.9;122.9;42.5;93.0;35.8;83.0
89.2;111.3;37.1;81.9;52.5;44.2;106.1;123.0;42.4;93.2;35.6;83.0
89.2;110.4;37.3;81.9;52.5;44.1;105.4;123.1;42.5;93.0;35.9;81.0
90.5;110.0;37.1;81.9;51.6;43.9;105.2;122.8;42.3;92.3;35.8;77.0
90.5;107.2;37.2;81.9;51.9;44.2;103.7;123.4;42.3;91.4;36.3;77.0
90.5;108.3;37.7;81.9;52.1;44.2;103.8;123.0;42.4;92.3;36.4;75.0
90.4;108.1;37.5;82.4;52.2;44.0;103.9;123.1;42.5;92.1;36.3;75.0
90.4;107.1;37.3;82.4;52.2;44.0;103.4;122.7;42.5;91.7;36.1;74.0
90.4;107.4;37.4;82.4;51.6;44.0;103.7;122.7;42.5;91.7;36.4;72.0
90.4;108.5;37.6;82.4;52.1;44.2;104.1;123.3;42.6;92.5;36.6;71.0
90.4;110.7;37.5;82.4;52.1;44.0;105.3;123.2;42.3;93.3;36.1;71.0
90.3;110.8;37.5;82.1;51.9;43.9;105.1;123.0;42.2;93.4;36.1;72.0
90.3;109.6;37.2;82.1;51.5;43.9;104.9;122.9;42.3;92.4;36.2;73.0
90.3;108.4;37.4;82.1;51.8;44.0;104.2;123.3;42.4;92.1;36.3;72.0
90.3;108.6;37.5;82.1;52.1;44.1;103.9;123.1;42.4;92.3;36.5;73.0
90.3;108.4;37.3;82.1;51.7;44.0;104.1;123.0;42.4;92.2;36.2;73.0
90.4;108.2;37.4;82.3;51.6;44.0;103.9;123.2;42.3;91.8;36.3;73.0
90.4;107.5;37.3;82.3;51.5;44.0;103.6;123.3;42.4;91.6;36.4;73.0
90.4;107.5;37.5;82.3;51.2;43.9;103.5;123.2;42.3;91.6;36.5;73.0
90.4;106.7;37.4;82.3;51.1;43.9;103.6;123.3;42.2;91.1;36.5;73.0
90.4;105.5;37.5;82.3;51.1;44.2;102.9;123.7;42.6;90.7;36.6;74.0
91.2;105.7;37.6;82.6;51.2;44.2;102.9;123.5;42.5;91.0;36.7;73.0
91.2;105.9;37.7;82.6;51.2;44.2;102.6;123.3;42.7;90.7;37.1;73.0
91.2;104.9;37.6;82.6;50.7;44.0;102.3;123.1;42.6;90.3;36.9;73.0
91.2;105.4;37.4;82.6;50.9;43.9;102.6;123.0;42.4;90.7;36.6;74.0
91.2;105.4;37.3;82.6;50.8;44.0;102.1;123.2;42.6;90.1;36.5;72.0
90.7;104.7;37.1;82.9;50.6;44.1;101.9;123.1;42.8;89.6;36.2;72.0
90.7;103.6;37.8;82.9;50.7;44.3;101.6;123.0;42.6;89.8;37.1;73.0
90.7;104.2;37.8;82.9;51.0;44.4;102.0;122.8;42.6;90.6;37.1;72.0
90.7;97.3;40.3;82.9;49.9;46.7;101.7;123.2;50.8;84.9;37.7;72.0
90.7;92.3;40.3;82.9;51.2;50.2;108.2;125.2;44.9;84.2;35.8;72.0
90.1;97.0;41.5;82.6;51.8;48.0;106.6;128.3;45.0;87.4;35.8;71.0
90.1;97.2;39.9;82.6;51.7;48.7;104.9;128.2;47.3;86.4;36.3;70.0
90.1;95.0;39.5;82.6;51.7;49.1;106.0;128.0;48.6;85.3;37.1;70.0
90.1;93.0;40.0;82.6;52.2;49.8;106.0;127.9;50.1;85.2;38.4;67.0
90.1;101.3;39.7;82.6;52.8;49.9;104.8;127.5;50.3;84.6;36.4;68.0
90.1;101.5;40.2;82.5;52.5;49.0;105.1;126.8;44.7;83.9;37.5;69.0
90.1;100.4;41.0;82.5;52.2;47.7;103.9;126.1;45.0;88.1;36.1;72.0
90.1;97.8;40.8;82.5;52.2;48.1;105.1;126.2;47.1;87.4;36.6;71.0
90.1;96.5;40.0;82.5;52.4;49.2;104.7;126.7;48.2;86.8;36.2;66.0
90.1;98.6;39.3;82.5;52.1;49.3;104.6;126.7;49.2;85.8;36.9;68.0
89.7;98.8;39.7;82.1;51.7;49.4;105.1;126.7;49.7;83.8;38.0;67.0
89.7;98.8;40.2;82.1;52.0;49.3;106.2;127.1;44.8;82.9;37.9;68.0
89.7;93.3;44.6;82.1;51.8;47.1;106.9;130.3;45.1;85.0;38.1;67.0
89.7;91.4;44.8;82.1;51.3;46.7;106.5;130.1;44.4;85.0;36.7;68.0
89.7;89.0;44.4;82.1;51.1;46.8;106.2;129.7;44.3;85.0;34.7;68.0
89.8;89.1;43.3;82.0;51.2;46.8;106.9;129.5;44.3;85.5;38.5;68.0
89.8;89.8;41.8;82.0;51.1;47.6;106.6;129.2;47.7;85.2;36.0;69.0
89.8;92.8;40.3;82.0;51.2;48.5;107.4;129.0;47.0;83.3;38.3;70.0
89.8;93.4;42.1;82.0;51.2;47.7;109.0;130.2;47.7;81.9;36.3;74.0
89.8;92.8;42.5;82.0;51.3;48.2;107.1;130.1;46.5;82.2;33.9;72.0
89.6;93.7;39.9;81.9;51.2;49.8;107.0;129.8;45.2;83.1;35.3;69.0
89.6;94.6;39.5;81.9;51.3;49.1;107.0;130.2;48.5;83.9;38.0;71.0
89.6;95.7;39.1;81.9;51.3;48.8;105.8;129.7;48.7;82.9;38.0;67.0
89.6;95.1;39.6;81.9;51.1;48.9;105.7;129.1;44.3;82.0;34.5;68.0
89.6;94.9;40.5;81.9;50.8;48.5;106.5;129.1;44.8;83.4;35.8;69.0
89.0;88.4;43.8;82.0;51.0;47.7;107.5;129.7;48.7;80.5;38.2;73.0
89.0;90.9;40.6;82.0;51.0;48.0;107.3;130.1;46.1;81.7;33.5;79.0
89.0;93.4;43.5;82.0;50.9;47.1;106.7;129.6;45.3;82.7;35.1;84.0
89.0;87.8;44.9;82.0;50.8;47.5;107.7;129.9;45.0;84.5;34.7;89.0
89.0;90.3;41.1;82.0;50.9;47.6;107.0;130.0;45.0;85.2;34.4;90.0
88.6;92.0;40.4;81.7;51.1;48.0;107.1;129.8;46.8;85.0;33.6;88.0
88.6;93.7;39.3;81.7;51.0;48.7;106.0;129.4;45.2;84.0;36.2;83.0
88.6;94.6;44.6;81.7;51.1;48.7;106.5;129.7;44.5;84.1;35.8;86.0
88.6;91.7;41.0;81.7;51.4;49.4;107.8;129.7;49.1;80.8;38.6;86.0
88.6;89.8;41.4;81.7;51.3;48.1;107.3;130.1;47.6;81.9;34.7;86.0
88.5;94.1;42.6;81.3;50.9;47.3;106.8;129.5;46.1;82.1;33.9;86.0
88.5;91.3;44.2;81.3;51.1;48.4;106.7;129.4;49.2;83.3;34.0;84.0
88.5;91.3;42.9;81.3;51.1;48.5;106.7;130.1;45.7;84.0;38.0;87.0
88.5;93.7;39.5;81.3;51.8;48.9;105.9;129.8;45.2;84.2;35.5;85.0
88.5;90.6;45.1;81.3;51.8;46.9;105.1;128.8;44.7;84.8;36.8;79.0
89.0;89.5;44.7;81.5;51.8;47.0;104.1;127.8;44.6;85.6;36.2;78.0
89.0;99.6;38.2;81.5;50.5;44.2;101.7;126.8;42.7;87.5;36.8;78.0
89.0;98.9;37.6;81.5;48.8;43.8;100.6;124.5;42.5;86.6;35.7;77.0
89.0;96.4;37.7;81.5;48.7;44.2;100.5;124.2;44.1;86.4;34.8;77.0
89.0;88.2;41.3;81.5;48.7;44.6;102.3;125.0;46.5;81.1;34.7;79.0
88.7;88.7;39.5;81.4;49.0;45.3;103.8;126.1;45.6;81.0;34.5;81.0
88.7;90.0;40.2;81.4;48.9;45.2;104.2;126.9;43.3;81.5;33.3;81.0
88.7;101.0;38.8;81.4;54.1;45.2;101.6;127.3;43.9;92.1;37.0;80.0
89.7;113.8;37.4;81.4;53.6;44.2;107.1;124.0;42.2;94.9;35.1;79.0
91.0;108.3;37.2;81.4;51.2;44.1;105.4;123.6;42.3;91.3;35.9;79.0
91.6;105.3;37.4;82.1;50.9;43.9;102.5;123.4;42.6;90.0;36.7;79.0
91.6;104.8;37.4;82.1;51.0;44.0;101.9;123.1;42.4;90.4;36.6;79.0
91.6;103.3;37.8;82.1;50.7;44.1;101.6;122.9;42.7;89.4;37.3;80.0
91.6;103.4;37.8;82.1;50.5;44.2;101.5;122.5;42.2;90.0;37.2;79.0
91.6;104.9;37.2;82.1;51.1;44.0;101.7;122.7;42.9;90.0;36.6;79.0
91.8;106.0;37.4;82.8;51.1;44.0;102.5;122.7;42.5;90.7;36.6;79.0
91.8;106.0;37.5;82.8;51.5;44.2;102.6;122.9;42.8;90.7;36.7;78.0
91.8;105.0;37.6;82.8;51.2;44.0;102.3;122.9;42.4;90.8;36.9;77.0
91.8;104.9;37.6;82.8;51.1;44.0;102.1;122.9;42.7;90.6;36.9;77.0
91.8;105.8;37.6;82.8;51.4;44.2;102.5;123.0;42.6;91.4;36.9;77.0
91.2;107.7;37.6;82.8;51.5;44.0;103.5;123.0;42.5;91.8;36.6;76.0
91.2;107.7;37.5;82.8;51.1;43.7;104.0;123.4;42.0;92.4;36.7;75.0
91.2;108.6;37.9;82.8;51.6;43.9;104.6;123.7;42.7;92.3;36.9;74.0
91.2;108.1;37.7;82.8;52.1;44.2;103.7;123.6;42.7;92.5;36.7;75.0
91.2;108.4;37.4;82.8;51.4;43.9;103.8;123.4;42.3;91.7;36.5;75.0
90.4;107.6;37.6;82.4;51.6;44.1;103.5;123.2;42.6;91.7;36.5;76.0
90.4;108.6;37.4;82.4;52.2;44.2;104.1;123.1;42.7;92.3;36.4;77.0
90.4;109.5;37.5;82.4;52.2;44.2;104.8;122.8;42.6;92.9;36.3;77.0
90.4;109.4;37.5;82.4;51.9;44.0;104.7;123.1;42.6;92.5;36.4;78.0
90.4;108.9;37.5;82.4;51.9;44.1;104.4;123.3;42.4;92.8;36.4;79.0
90.5;109.5;37.4;82.3;52.4;44.2;104.5;123.3;42.5;93.0;36.2;79.0
90.5;110.7;37.5;82.3;52.1;43.8;105.5;122.8;42.3;93.6;36.1;79.0
90.5;109.4;37.3;82.3;51.5;43.9;104.8;122.9;42.2;92.3;36.1;78.0
90.5;108.5;37.5;82.3;51.9;44.2;104.1;123.5;42.5;92.5;36.5;80.0
90.5;111.4;37.3;82.3;52.2;44.2;105.5;123.2;42.3;93.5;36.0;81.0
90.8;109.2;37.5;82.6;52.0;44.2;105.2;123.4;42.5;92.6;36.5;81.0
90.8;109.0;37.5;82.6;52.3;44.2;104.6;123.7;42.5;92.9;36.5;80.0
90.8;111.6;37.5;82.6;52.9;44.1;105.6;123.4;42.4;94.4;36.0;82.0
90.8;112.0;37.3;82.6;52.4;43.9;106.3;123.1;42.3;94.3;35.8;81.0
90.8;112.0;37.6;82.6;51.8;44.2;106.5;123.3;42.6;93.2;36.3;82.0
90.8;109.2;37.5;82.8;52.1;44.1;104.7;123.5;42.5;93.0;36.5;81.0
90.8;111.5;37.5;82.8;52.2;43.9;105.7;123.4;42.3;93.7;36.1;81.0
90.8;111.4;37.5;82.8;52.1;44.2;105.9;123.3;42.3;93.7;36.2;83.0
90.8;110.0;37.4;82.8;51.1;43.8;105.1;123.3;42.2;92.4;36.2;83.0
90.8;108.8;37.6;82.8;51.1;43.9;104.3;123.9;42.5;92.5;36.7;83.0
90.2;110.8;37.6;82.4;51.9;44.2;105.0;124.1;42.4;93.7;36.5;83.0
90.2;113.2;37.3;82.4;52.1;43.9;106.6;123.5;42.3;94.5;35.9;82.0
90.2;110.9;37.4;82.4;51.3;44.0;106.3;123.6;42.5;92.9;36.5;79.0
90.2;110.0;37.5;82.4;51.4;44.2;105.2;124.0;42.6;92.8;36.8;79.0
90.2;110.0;37.4;82.4;51.8;44.1;105.1;123.9;42.6;93.1;36.5;79.0
90.7;111.5;37.3;82.5;51.6;43.8;106.1;123.8;42.3;93.8;36.3;79.0
90.7;110.1;37.3;82.5;51.5;44.1;105.2;123.9;42.4;92.7;36.3;79.0
90.7;110.0;37.4;82.5;51.4;43.8;105.1;123.9;42.4;92.7;36.6;78.0
90.7;109.7;37.6;82.5;51.3;44.2;105.1;124.1;42.5;92.6;36.9;79.0
90.7;109.9;37.3;82.5;51.4;43.8;105.3;124.2;42.6;92.8;36.3;79.0
91.2;110.8;37.2;82.6;51.5;44.2;105.2;124.2;42.7;93.1;36.2;78.0
91.2;109.1;37.7;82.6;51.8;44.2;105.0;124.1;42.5;92.6;36.9;78.0
91.2;108.8;37.4;82.6;51.6;44.1;104.5;123.7;42.4;92.3;36.4;79.0
91.2;108.6;37.3;82.6;51.5;44.1;104.2;123.5;42.4;92.4;36.3;81.0
91.2;108.9;37.5;82.6;51.9;44.1;104.5;123.6;42.5;92.8;36.7;81.0
91.5;111.1;37.4;83.1;52.4;44.1;105.4;123.6;42.4;94.0;36.1;81.0
91.5;110.0;37.5;83.1;51.5;44.1;105.3;123.4;42.4;92.8;36.6;81.0
91.5;109.3;37.4;83.1;52.3;44.0;104.7;123.6;42.6;93.0;36.5;80.0
91.5;111.0;37.6;83.1;52.5;44.1;105.5;123.6;42.4;94.4;36.5;80.0
91.5;112.7;37.4;83.1;52.0;44.1;106.3;123.4;42.2;94.0;36.1;79.0
91.4;111.1;37.3;82.8;51.5;44.1;105.8;123.5;42.3;93.2;36.0;80.0
91.4;111.1;37.3;82.8;52.1;44.1;105.6;123.7;42.2;93.3;36.1;81.0
91.4;111.7;37.1;82.8;52.3;44.2;106.2;123.4;42.5;93.4;35.8;81.0
91.4;110.6;37.1;82.8;51.5;44.1;105.7;123.3;42.6;92.3;35.9;81.0
91.4;108.1;37.4;82.8;51.3;44.0;104.2;123.7;42.5;92.1;36.4;82.0
90.9;108.7;37.6;82.8;51.6;44.2;104.2;123.6;42.6;92.6;36.6;81.0
90.9;110.8;37.4;82.8;52.1;44.0;105.0;123.2;42.4;93.6;36.1;79.0
90.9;107.9;37.0;82.8;50.6;44.1;104.8;123.5;42.4;91.7;36.3;78.0
90.9;107.6;37.4;82.8;51.1;44.3;104.3;124.0;42.6;92.0;36.5;77.0
90.9;109.1;37.6;82.8;51.6;44.2;104.4;123.8;42.6;92.7;36.4;77.0
90.9;109.8;37.5;82.8;51.9;43.5;104.8;123.4;42.5;92.6;36.4;77.0
90.9;107.5;37.3;82.8;51.1;44.0;104.1;123.7;42.4;91.3;36.4;78.0
90.9;106.6;37.8;82.8;51.1;44.1;103.3;123.9;42.9;91.5;36.8;75.0
90.9;108.6;37.7;82.8;51.6;44.2;103.9;123.3;42.6;92.4;36.7;78.0
90.9;107.6;37.1;82.8;51.0;44.0;104.5;123.3;42.5;91.4;36.1;80.0
91.1;105.0;37.6;82.7;50.2;44.7;103.4;123.9;42.8;90.6;36.8;80.0
91.1;106.5;37.6;82.7;51.1;44.1;103.2;123.6;42.7;91.4;36.9;80.0
91.1;107.4;37.6;82.7;51.4;43.8;103.3;123.3;42.0;91.6;36.8;80.0
91.1;106.2;37.4;82.7;50.8;44.0;103.5;123.7;42.5;90.7;36.7;80.0
91.1;105.7;37.5;82.7;50.8;43.9;103.1;123.9;42.5;90.8;36.7;80.0
91.2;105.7;37.5;82.9;50.7;43.9;103.2;123.9;42.5;90.6;36.7;81.0
91.2;105.1;37.5;82.9;50.3;43.9;103.1;123.8;42.7;90.4;36.7;81.0
91.2;104.7;37.5;82.9;50.3;43.9;103.1;123.8;42.4;90.4;36.8;81.0
91.2;98.0;42.2;82.9;50.4;48.1;102.8;124.0;47.5;85.5;38.7;82.0
91.2;95.0;39.6;82.9;50.4;48.8;106.3;125.3;48.5;81.7;39.3;81.0
91.1;96.2;42.8;82.7;51.3;47.8;107.2;127.5;46.7;83.3;34.7;81.0
91.1;96.7;43.7;82.7;51.5;47.6;106.5;128.3;47.5;84.8;37.2;82.0
91.1;95.5;45.0;82.7;51.8;47.1;106.0;128.1;48.7;85.9;37.7;83.0
91.1;93.6;45.6;82.7;51.9;47.2;105.3;127.7;50.1;85.7;38.5;84.0
91.1;101.6;39.8;82.7;52.4;49.5;105.9;127.2;49.9;85.3;37.4;84.0
90.7;95.2;39.6;82.8;52.6;48.8;104.6;126.7;47.8;87.2;37.7;85.0
90.7;97.9;40.3;82.8;52.2;48.9;104.6;126.2;47.8;87.7;36.9;83.0
90.7;99.2;40.0;82.8;52.3;49.4;105.8;126.5;48.9;86.3;38.0;83.0
90.7;99.8;40.0;82.8;52.1;49.9;105.9;126.9;45.4;85.4;38.3;84.0
90.7;100.5;40.5;82.8;52.4;50.1;106.3;127.2;45.3;84.6;39.0;84.0
91.0;100.8;44.1;82.8;52.1;49.4;106.1;127.4;45.3;87.6;36.1;85.0
91.0;99.9;41.3;82.8;51.9;47.8;106.2;127.5;45.4;87.8;36.6;86.0
91.0;92.2;40.4;82.8;51.2;49.2;107.6;129.8;49.5;84.6;40.0;86.0
91.0;92.3;40.7;82.8;51.1;49.3;107.6;129.7;49.3;83.3;39.3;86.0
91.0;98.4;41.1;82.8;50.9;48.8;107.9;130.0;48.9;82.8;37.6;85.0
91.5;97.9;42.5;83.2;51.2;48.1;108.1;129.9;46.4;83.6;35.2;84.0
91.5;97.4;43.2;83.2;51.3;48.3;107.4;129.6;46.6;87.0;38.0;79.0
91.5;96.0;40.2;83.2;51.1;47.1;107.5;129.7;48.0;86.1;38.6;80.0
91.5;94.4;40.1;83.2;51.0;49.0;107.5;129.6;48.8;85.9;39.4;81.0
91.5;98.6;40.3;83.2;51.1;49.4;107.7;129.5;49.6;84.5;39.9;82.0
91.4;99.2;40.6;83.0;51.4;49.2;107.5;129.7;49.4;83.5;39.0;83.0
91.4;92.5;41.5;83.0;51.2;47.9;107.8;129.5;48.6;83.1;38.1;83.0
91.4;99.4;42.2;83.0;51.2;47.9;106.5;129.5;48.0;84.6;36.2;83.0
91.4;95.1;44.7;83.0;51.1;47.0;107.9;129.9;48.7;85.9;37.2;82.0
91.4;93.5;40.4;83.0;51.0;47.1;107.9;129.8;49.1;85.5;40.2;80.0
91.7;92.5;44.3;83.1;51.0;49.1;107.8;129.8;49.2;84.2;39.5;79.0
91.7;92.0;42.4;83.1;51.3;47.2;109.4;129.9;44.2;86.7;34.7;78.0
91.7;92.6;41.9;83.1;51.4;48.4;107.3;130.4;45.0;86.9;37.0;76.0
91.7;93.6;40.7;83.1;51.3;47.7;107.2;129.7;45.9;85.8;37.5;76.0
91.7;95.0;40.2;83.1;51.2;48.6;107.8;129.6;45.5;85.4;34.5;76.0
91.8;96.1;39.7;83.2;51.2;49.0;107.3;129.8;45.1;84.3;35.8;75.0
91.8;96.9;39.5;83.2;51.2;46.7;107.2;129.7;44.4;85.5;35.7;76.0
91.8;96.9;40.0;83.2;51.1;47.0;106.8;129.9;44.7;85.8;35.0;77.0
91.8;90.4;41.8;83.2;51.0;48.6;108.1;130.2;49.1;80.9;36.5;77.0
91.8;90.6;41.9;83.2;51.5;48.1;109.3;131.1;47.2;85.0;38.1;77.0
92.1;92.7;40.5;83.5;51.2;47.6;107.4;130.8;46.8;85.6;35.8;78.0
92.1;94.3;39.8;83.5;50.9;49.1;107.3;130.2;44.3;83.3;38.6;80.0
92.1;95.7;43.8;83.5;50.9;49.3;106.8;130.1;45.5;84.9;34.7;81.0
92.1;94.7;42.6;83.5;51.1;48.4;107.3;130.0;45.3;86.9;37.5;81.0
92.1;90.9;42.4;83.5;51.6;48.8;105.8;129.1;46.1;86.5;36.4;82.0
91.2;94.0;40.7;83.0;51.9;47.9;105.4;128.3;47.2;86.4;36.5;82.0
91.2;101.0;38.2;83.0;50.8;44.4;102.7;127.2;42.9;88.6;37.1;80.0
91.2;101.9;37.8;83.0;50.0;44.0;101.3;124.9;42.8;88.3;37.9;80.0
91.2;100.7;37.6;83.0;49.3;43.6;100.4;124.0;42.4;87.8;37.6;82.0
91.2;98.9;37.7;83.0;48.6;43.9;101.6;124.0;42.7;87.0;36.1;82.0
91.1;97.6;39.5;82.3;48.1;45.1;103.0;125.1;42.3;86.9;35.8;82.0
91.1;93.8;37.9;82.3;48.2;44.9;105.2;126.8;44.4;86.0;34.9;82.0
91.1;97.3;39.9;82.3;53.8;45.5;103.7;128.0;43.9;94.0;34.9;82.0
90.0;116.3;38.0;82.3;54.6;44.2;108.4;124.8;42.7;96.1;35.8;82.0
90.0;114.1;37.0;82.3;51.5;44.1;108.4;124.1;42.3;92.6;35.5;82.0
89.8;108.0;37.4;81.9;50.9;44.0;104.4;124.3;42.4;91.8;36.4;82.0
89.8;107.6;37.4;81.9;51.3;44.1;104.0;123.9;42.6;91.8;36.5;82.0
89.8;107.6;37.5;81.9;51.0;44.0;103.9;123.7;42.6;91.5;36.7;82.0
89.8;106.4;37.5;81.9;50.7;44.0;103.6;123.9;42.4;91.0;36.7;82.0
89.8;105.9;37.6;81.9;50.9;44.1;103.2;124.0;42.7;90.8;36.8;82.0
90.7;106.5;37.6;82.6;51.1;44.0;103.3;123.7;42.5;91.1;36.7;82.0
90.7;106.3;37.6;82.6;50.9;44.1;103.2;123.6;42.5;91.1;36.7;82.0
90.7;106.5;37.4;82.6;50.9;44.0;103.5;123.8;42.5;91.1;36.6;82.0
90.7;106.5;37.5;82.6;51.4;44.3;103.4;123.7;42.9;91.3;36.7;82.0
90.7;107.3;37.7;82.6;51.4;43.9;103.2;123.3;42.6;91.7;36.8;82.0
91.4;108.2;37.6;83.1;51.5;44.0;103.9;123.4;42.6;92.1;36.6;82.0
91.4;107.2;37.4;83.1;50.8;44.0;103.9;123.5;42.5;91.3;36.4;82.0
91.4;106.8;37.7;83.1;51.2;44.5;103.4;123.8;42.6;92.4;36.9;82.0
91.4;108.4;37.5;83.1;51.6;44.2;104.1;123.3;42.5;92.3;36.5;83.0
91.4;109.5;37.4;83.1;51.6;43.9;104.4;123.3;42.0;93.2;36.5;83.0
91.9;109.1;37.6;83.4;51.5;44.2;104.6;123.6;42.5;92.4;36.6;84.0
91.9;109.3;37.6;83.4;51.9;44.1;104.4;123.6;42.6;92.8;36.5;85.0
91.9;110.3;37.5;83.4;52.1;44.2;105.0;123.4;42.7;93.4;36.3;84.0
91.9;111.1;37.4;83.4;52.3;44.0;105.6;123.1;42.4;93.8;36.2;84.0
91.9;111.1;37.7;83.4;52.3;44.0;105.4;123.4;42.4;93.7;36.3;84.0
92.0;110.9;37.4;83.6;52.4;43.9;105.6;123.3;42.5;93.7;36.2;84.0
92.0;109.6;37.6;83.6;52.0;44.0;105.0;123.5;42.5;92.8;36.6;83.0
92.0;110.8;37.5;83.6;52.6;43.9;105.1;123.4;42.4;93.9;36.3;83.0
92.0;112.2;37.4;83.6;52.7;44.0;106.1;123.4;42.4;94.4;36.1;84.0
92.0;112.7;37.3;83.6;51.8;43.9;106.7;123.1;42.3;93.6;35.8;85.0
92.0;111.1;37.2;83.7;51.6;44.2;105.9;123.9;42.4;93.4;36.2;87.0
92.0;113.1;37.4;83.7;52.6;44.1;106.4;123.8;42.4;94.8;35.8;86.0
92.0;113.5;37.4;83.7;52.7;44.1;107.1;123.4;42.4;94.9;35.9;86.0
92.0;113.1;37.3;83.7;52.6;44.1;107.1;123.4;42.4;94.7;35.9;86.0
92.0;110.3;37.3;83.7;52.2;44.1;106.0;123.7;42.6;93.4;36.3;86.0
92.0;112.3;37.5;83.6;52.6;44.2;106.3;123.6;42.3;94.5;36.1;86.0
92.0;113.4;37.4;83.6;52.4;44.1;106.9;123.5;42.3;94.5;36.0;85.0
92.0;112.0;37.2;83.6;52.3;44.0;106.3;123.5;42.2;94.2;35.8;81.0
92.0;111.3;37.2;83.6;51.9;44.1;106.3;123.6;42.5;93.2;36.0;80.0
92.0;110.7;37.5;83.6;51.8;44.2;105.6;123.8;42.6;93.8;36.5;81.0
92.4;114.3;37.5;84.0;52.7;44.2;107.2;124.0;42.5;95.8;36.3;81.0
92.4;116.7;37.3;84.0;53.1;44.0;109.0;123.8;42.4;96.4;35.8;80.0
92.4;116.3;37.2;84.0;52.8;43.9;108.8;123.9;42.3;96.4;35.8;79.0
92.4;116.0;37.5;84.0;52.6;43.9;108.5;124.1;42.3;95.8;35.8;78.0
92.4;115.2;37.3;84.0;52.5;44.1;108.3;124.2;42.4;95.6;35.8;80.0
92.9;113.6;37.4;84.3;52.1;44.0;107.3;124.5;42.4;94.9;36.2;81.0
92.9;114.9;37.4;84.3;52.5;44.0;107.7;124.5;42.3;95.6;36.0;81.0
92.9;114.5;37.4;84.3;52.2;44.1;107.8;124.3;42.3;95.3;36.2;82.0
92.9;115.9;37.2;84.3;52.4;44.0;108.6;124.3;42.2;96.1;35.8;81.0
92.9;115.6;37.5;84.3;52.1;44.1;108.7;124.0;42.6;95.4;36.2;80.0
